ODI Rank,Team 1,Team 2,InningWinner,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2,Margin
ODI # 3079,South Africa,India,Winner1stInning,Durban,"Jan 12, 2011",South Africa,South Africa,Home,Away,First,Second,135 runs
ODI # 3080,South Africa,India,Winner1stInning,Johannesburg,"Jan 15, 2011",India,South Africa,Home,Away,Second,First,1 run
ODI # 3081,Australia,England,Winner2ndInning,Melbourne,"Jan 16, 2011",Australia,Australia,Home,Away,Second,First,6 wickets
ODI # 3082,South Africa,India,Winner2ndInning,Cape Town,"Jan 18, 2011",India,South Africa,Home,Away,First,Second,2 wickets
ODI # 3083,Australia,England,Winner1stInning,Hobart,"Jan 21, 2011",Australia,Australia,Home,Away,First,Second,46 runs
ODI # 3084,South Africa,India,Winner1stInning,Port Elizabeth,"Jan 21, 2011",South Africa,South Africa,Home,Away,First,Second,48 runs
ODI # 3085,New Zealand,Pakistan,Winner2ndInning,Wellington,"Jan 22, 2011",New Zealand,New Zealand,Home,Away,Second,First,9 wickets
ODI # 3086,Australia,England,Winner2ndInning,Sydney,"Jan 23, 2011",Australia,Australia,Home,Away,Second,First,4 wickets
ODI # 3087,South Africa,India,Winner1stInning,Centurion,"Jan 23, 2011",South Africa,South Africa,Home,Away,First,Second,33 runs
ODI # 3089,Australia,England,Winner1stInning,Adelaide,"Jan 26, 2011",England,Australia,Home,Away,Second,First,21 runs
ODI # 3090,New Zealand,Pakistan,Winner1stInning,Christchurch,"Jan 29, 2011",Pakistan,New Zealand,Home,Away,Second,First,43 runs
ODI # 3091,Australia,England,Winner1stInning,Brisbane,"Jan 30, 2011",Australia,Australia,Home,Away,First,Second,51 runs
ODI # 3093,New Zealand,Pakistan,Winner2ndInning,Napier,"Feb 1, 2011",Pakistan,New Zealand,Home,Away,First,Second,2 wickets
ODI # 3094,Australia,England,Winner2ndInning,Sydney,"Feb 2, 2011",Australia,Australia,Home,Away,Second,First,2 wickets
ODI # 3095,New Zealand,Pakistan,Winner1stInning,Hamilton,"Feb 3, 2011",Pakistan,New Zealand,Home,Away,Second,First,41 runs
ODI # 3096,Sri Lanka,West Indies,Winner2ndInning,Colombo,"Feb 3, 2011",Sri Lanka,Sri Lanka,Home,Away,Second,First,8 wickets
ODI # 3097,New Zealand,Pakistan,Winner1stInning,Auckland,"Feb 5, 2011",New Zealand,New Zealand,Home,Away,First,Second,57 runs
ODI # 3098,Australia,England,Winner1stInning,Perth,"Feb 6, 2011",Australia,Australia,Home,Away,First,Second,57 runs
ODI # 3099,Sri Lanka,West Indies,Winner1stInning,Colombo,"Feb 6, 2011",Sri Lanka,Sri Lanka,Home,Away,First,Second,26 runs
ODI # 3100,Bangladesh,India,Winner1stInning,Dhaka,"Feb 19, 2011",India,Bangladesh,Home,Away,Second,First,87 runs
ODI # 3101,Kenya,New Zealand,Winner2ndInning,Chennai,"Feb 20, 2011",New Zealand,India,Neutral,Neutral,First,Second,10 wickets
ODI # 3102,Sri Lanka,Canada,Winner1stInning,Hambantota,"Feb 20, 2011",Sri Lanka,Sri Lanka,Home,Away,First,Second,210 runs
ODI # 3103,Australia,Zimbabwe,Winner1stInning,Ahmedabad,"Feb 21, 2011",Australia,India,Neutral,Neutral,First,Second,91 runs
ODI # 3104,England,Netherlands,Winner2ndInning,Nagpur,"Feb 22, 2011",England,India,Neutral,Neutral,Second,First,6 wickets
ODI # 3105,Kenya,Pakistan,Winner1stInning,Hambantota,"Feb 23, 2011",Pakistan,Sri Lanka,Neutral,Neutral,Second,First,205 runs
ODI # 3106,South Africa,West Indies,Winner2ndInning,Delhi,"Feb 24, 2011",South Africa,India,Neutral,Neutral,Second,First,7 wickets
ODI # 3107,Australia,New Zealand,Winner2ndInning,Nagpur,"Feb 25, 2011",Australia,India,Neutral,Neutral,Second,First,7 wickets
ODI # 3108,Bangladesh,Ireland,Winner1stInning,Dhaka,"Feb 25, 2011",Bangladesh,Bangladesh,Home,Away,First,Second,27 runs
ODI # 3109,Sri Lanka,Pakistan,Winner1stInning,Colombo,"Feb 26, 2011",Pakistan,Sri Lanka,Home,Away,Second,First,11 runs
ODI # 3111,Canada,Zimbabwe,Winner1stInning,Nagpur,"Feb 28, 2011",Zimbabwe,India,Neutral,Neutral,Second,First,175 runs
ODI # 3112,Netherlands,West Indies,Winner1stInning,Delhi,"Feb 28, 2011",West Indies,India,Neutral,Neutral,Second,First,215 runs
ODI # 3113,Sri Lanka,Kenya,Winner2ndInning,Colombo,"Mar 1, 2011",Sri Lanka,Sri Lanka,Home,Away,Second,First,9 wickets
ODI # 3114,England,Ireland,Winner2ndInning,Bengaluru,"Mar 2, 2011",Ireland,India,Neutral,Neutral,First,Second,3 wickets
ODI # 3115,Netherlands,South Africa,Winner1stInning,Mohali,"Mar 3, 2011",South Africa,,Neutral,Neutral,Second,First,231 runs
ODI # 3116,Canada,Pakistan,Winner1stInning,Colombo,"Mar 3, 2011",Pakistan,Sri Lanka,Neutral,Neutral,Second,First,46 runs
ODI # 3117,New Zealand,Zimbabwe,Winner2ndInning,Ahmedabad,"Mar 4, 2011",New Zealand,India,Neutral,Neutral,Second,First,10 wickets
ODI # 3118,Bangladesh,West Indies,Winner2ndInning,Dhaka,"Mar 4, 2011",West Indies,Bangladesh,Home,Away,First,Second,9 wickets
ODI # 3120,England,South Africa,Winner1stInning,Chennai,"Mar 6, 2011",England,India,Neutral,Neutral,First,Second,6 runs
ODI # 3121,India,Ireland,Winner2ndInning,Bengaluru,"Mar 6, 2011",India,India,Home,Away,Second,First,5 wickets
ODI # 3122,Canada,Kenya,Winner2ndInning,Delhi,"Mar 7, 2011",Canada,India,Neutral,Neutral,Second,First,5 wickets
ODI # 3123,New Zealand,Pakistan,Winner1stInning,Pallekele,"Mar 8, 2011",New Zealand,,Neutral,Neutral,First,Second,110 runs
ODI # 3124,India,Netherlands,Winner2ndInning,Delhi,"Mar 9, 2011",India,India,Home,Away,Second,First,5 wickets
ODI # 3125,Sri Lanka,Zimbabwe,Winner1stInning,Pallekele,"Mar 10, 2011",Sri Lanka,,Neutral,Neutral,First,Second,139 runs
ODI # 3126,Ireland,West Indies,Winner1stInning,Mohali,"Mar 11, 2011",West Indies,,Neutral,Neutral,Second,First,44 runs
ODI # 3127,Bangladesh,England,Winner2ndInning,Chittagong,"Mar 11, 2011",Bangladesh,Bangladesh,Home,Away,Second,First,2 wickets
ODI # 3128,India,South Africa,Winner2ndInning,Nagpur,"Mar 12, 2011",South Africa,India,Home,Away,First,Second,3 wickets
ODI # 3129,Canada,New Zealand,Winner1stInning,Mumbai,"Mar 13, 2011",New Zealand,India,Neutral,Neutral,Second,First,97 runs
ODI # 3130,Australia,Kenya,Winner1stInning,Bengaluru,"Mar 13, 2011",Australia,India,Neutral,Neutral,First,Second,60 runs
ODI # 3131,Bangladesh,Netherlands,Winner2ndInning,Chittagong,"Mar 14, 2011",Bangladesh,Bangladesh,Home,Away,Second,First,6 wickets
ODI # 3132,Pakistan,Zimbabwe,Winner2ndInning,Pallekele,"Mar 14, 2011",Pakistan,,Neutral,Neutral,Second,First,7 wickets
ODI # 3133,Ireland,South Africa,Winner1stInning,Kolkata,"Mar 15, 2011",South Africa,India,Neutral,Neutral,Second,First,131 runs
ODI # 3134,Australia,Canada,Winner2ndInning,Bengaluru,"Mar 16, 2011",Australia,India,Neutral,Neutral,Second,First,7 wickets
ODI # 3135,England,West Indies,Winner1stInning,Chennai,"Mar 17, 2011",England,India,Neutral,Neutral,First,Second,18 runs
ODI # 3136,Ireland,Netherlands,Winner2ndInning,Kolkata,"Mar 18, 2011",Ireland,India,Neutral,Neutral,Second,First,6 wickets
ODI # 3137,New Zealand,Sri Lanka,Winner1stInning,Mumbai,"Mar 18, 2011",Sri Lanka,India,Neutral,Neutral,Second,First,112 runs
ODI # 3138,Bangladesh,South Africa,Winner1stInning,Dhaka,"Mar 19, 2011",South Africa,Bangladesh,Home,Away,Second,First,206 runs
ODI # 3139,Australia,Pakistan,Winner2ndInning,Colombo,"Mar 19, 2011",Pakistan,Sri Lanka,Neutral,Neutral,First,Second,4 wickets
ODI # 3140,Kenya,Zimbabwe,Winner1stInning,Kolkata,"Mar 20, 2011",Zimbabwe,India,Neutral,Neutral,Second,First,161 runs
ODI # 3141,India,West Indies,Winner1stInning,Chennai,"Mar 20, 2011",India,India,Home,Away,First,Second,80 runs
ODI # 3142,Pakistan,West Indies,Winner2ndInning,Dhaka,"Mar 23, 2011",Pakistan,Bangladesh,Neutral,Neutral,Second,First,10 wickets
ODI # 3143,India,Australia,Winner2ndInning,Ahmedabad,"Mar 24, 2011",India,India,Home,Away,Second,First,5 wickets
ODI # 3144,New Zealand,South Africa,Winner1stInning,Dhaka,"Mar 25, 2011",New Zealand,Bangladesh,Neutral,Neutral,First,Second,49 runs
ODI # 3145,Sri Lanka,England,Winner2ndInning,Colombo,"Mar 26, 2011",Sri Lanka,Sri Lanka,Home,Away,Second,First,10 wickets
ODI # 3146,Sri Lanka,New Zealand,Winner2ndInning,Colombo,"Mar 29, 2011",Sri Lanka,Sri Lanka,Home,Away,Second,First,5 wickets
ODI # 3147,India,Pakistan,Winner1stInning,Mohali,"Mar 30, 2011",India,,Neutral,Neutral,First,Second,29 runs
ODI # 3148,India,Sri Lanka,Winner2ndInning,Mumbai,"Apr 2, 2011",India,India,Home,Away,Second,First,6 wickets
ODI # 3149,Bangladesh,Australia,Winner1stInning,Dhaka,"Apr 9, 2011",Australia,Bangladesh,Home,Away,Second,First,60 runs
ODI # 3150,Bangladesh,Australia,Winner2ndInning,Dhaka,"Apr 11, 2011",Australia,Bangladesh,Home,Away,First,Second,9 wickets
ODI # 3151,Bangladesh,Australia,Winner1stInning,Dhaka,"Apr 13, 2011",Australia,Bangladesh,Home,Away,Second,First,66 runs
ODI # 3152,West Indies,Pakistan,Winner2ndInning,Gros Islet,"Apr 23, 2011",Pakistan,West Indies,Home,Away,First,Second,8 wickets
ODI # 3153,West Indies,Pakistan,Winner2ndInning,Gros Islet,"Apr 25, 2011",Pakistan,West Indies,Home,Away,First,Second,7 wickets
ODI # 3154,West Indies,Pakistan,Winner2ndInning,Bridgetown,"Apr 28, 2011",Pakistan,West Indies,Home,Away,First,Second,3 wickets
ODI # 3155,West Indies,Pakistan,Winner1stInning,Bridgetown,"May 2, 2011",West Indies,West Indies,Home,Away,First,Second,1 run
ODI # 3156,West Indies,Pakistan,Winner2ndInning,Providence,"May 5, 2011",West Indies,West Indies,Home,Away,Second,First,10 wickets
ODI # 3157,Ireland,Pakistan,Winner2ndInning,Belfast,"May 28, 2011",Pakistan,Ireland,Home,Away,First,Second,7 wickets
ODI # 3158,Ireland,Pakistan,Winner2ndInning,Belfast,"May 30, 2011",Pakistan,Ireland,Home,Away,First,Second,5 wickets
ODI # 3159,West Indies,India,Winner2ndInning,Port of Spain,"Jun 6, 2011",India,West Indies,Home,Away,First,Second,4 wickets
ODI # 3160,West Indies,India,Winner2ndInning,Port of Spain,"Jun 8, 2011",India,West Indies,Home,Away,First,Second,7 wickets
ODI # 3161,West Indies,India,Winner2ndInning,North Sound,"Jun 11, 2011",India,West Indies,Home,Away,First,Second,3 wickets
ODI # 3162,West Indies,India,Winner1stInning,North Sound,"Jun 13, 2011",West Indies,West Indies,Home,Away,First,Second,103 runs
ODI # 3163,West Indies,India,Winner2ndInning,Kingston,"Jun 16, 2011",West Indies,West Indies,Home,Away,Second,First,7 wickets
ODI # 3164,Scotland,Netherlands,Winner1stInning,Aberdeen,"Jun 28, 2011",Scotland,Scotland,Home,Away,First,Second,15 runs
ODI # 3165,England,Sri Lanka,Winner1stInning,The Oval,"Jun 28, 2011",England,England,Home,Away,First,Second,110 runs
ODI # 3166,Scotland,Netherlands,Winner2ndInning,Aberdeen,"Jun 29, 2011",Scotland,Scotland,Home,Away,Second,First,5 wickets
ODI # 3167,England,Sri Lanka,Winner1stInning,Leeds,"Jul 1, 2011",Sri Lanka,England,Home,Away,Second,First,69 runs
ODI # 3168,England,Sri Lanka,Winner2ndInning,Lord's,"Jul 3, 2011",Sri Lanka,England,Home,Away,First,Second,6 wickets
ODI # 3169,England,Sri Lanka,Winner2ndInning,Nottingham,"Jul 6, 2011",England,England,Home,Away,Second,First,10 wickets
ODI # 3170,England,Sri Lanka,Winner1stInning,Manchester,"Jul 9, 2011",England,England,Home,Away,First,Second,16 runs
ODI # 3171,Scotland,Ireland,Winner2ndInning,Edinburgh,"Jul 12, 2011",Scotland,Scotland,Home,Away,Second,First,5 wickets
ODI # 3172,Scotland,Sri Lanka,Winner1stInning,Edinburgh,"Jul 13, 2011",Sri Lanka,Scotland,Home,Away,Second,First,183 runs
ODI # 3173,Canada,Afghanistan,Winner2ndInning,King City,"Aug 7, 2011",Afghanistan,Canada,Home,Away,First,Second,2 wickets
ODI # 3174,Canada,Afghanistan,Winner1stInning,Toronto,"Aug 9, 2011",Afghanistan,Canada,Home,Away,Second,First,17 runs
ODI # 3175,Sri Lanka,Australia,Winner2ndInning,Pallekele,"Aug 10, 2011",Australia,,Neutral,Neutral,First,Second,7 wickets
ODI # 3176,Zimbabwe,Bangladesh,Winner2ndInning,Harare,"Aug 12, 2011",Zimbabwe,Zimbabwe,Home,Away,Second,First,4 wickets
ODI # 3177,Zimbabwe,Bangladesh,Winner2ndInning,Harare,"Aug 14, 2011",Zimbabwe,Zimbabwe,Home,Away,Second,First,7 wickets
ODI # 3178,Sri Lanka,Australia,Winner2ndInning,Hambantota,"Aug 14, 2011",Australia,Sri Lanka,Home,Away,First,Second,8 wickets
ODI # 3179,Zimbabwe,Bangladesh,Winner1stInning,Harare,"Aug 16, 2011",Zimbabwe,Zimbabwe,Home,Away,First,Second,5 runs
ODI # 3180,Sri Lanka,Australia,Winner1stInning,Hambantota,"Aug 16, 2011",Sri Lanka,Sri Lanka,Home,Away,First,Second,78 runs
ODI # 3181,Zimbabwe,Bangladesh,Winner2ndInning,Bulawayo,"Aug 19, 2011",Bangladesh,Zimbabwe,Home,Away,First,Second,6 wickets
ODI # 3182,Sri Lanka,Australia,Winner2ndInning,Colombo,"Aug 20, 2011",Australia,Sri Lanka,Home,Away,First,Second,5 wickets
ODI # 3183,Zimbabwe,Bangladesh,Winner1stInning,Bulawayo,"Aug 21, 2011",Bangladesh,Zimbabwe,Home,Away,Second,First,93 runs
ODI # 3184,Sri Lanka,Australia,Winner2ndInning,Colombo,"Aug 22, 2011",Sri Lanka,Sri Lanka,Home,Away,Second,First,4 wickets
ODI # 3185,Ireland,England,Winner1stInning,Dublin,"Aug 25, 2011",England,Ireland,Home,Away,Second,First,11 runs
ODI # 3187,England,India,Winner2ndInning,Southampton,"Sep 6, 2011",England,England,Home,Away,Second,First,7 wickets
ODI # 3188,Zimbabwe,Pakistan,Winner1stInning,Bulawayo,"Sep 8, 2011",Pakistan,Zimbabwe,Home,Away,Second,First,5 runs
ODI # 3189,England,India,Winner2ndInning,The Oval,"Sep 9, 2011",England,England,Home,Away,Second,First,3 wickets
ODI # 3190,Zimbabwe,Pakistan,Winner2ndInning,Harare,"Sep 11, 2011",Pakistan,Zimbabwe,Home,Away,First,Second,10 wickets
ODI # 3192,Netherlands,Kenya,Winner2ndInning,The Hague,"Sep 12, 2011",Netherlands,Netherlands,Home,Away,Second,First,2 wickets
ODI # 3193,Netherlands,Kenya,Winner2ndInning,The Hague,"Sep 13, 2011",Netherlands,Netherlands,Home,Away,Second,First,4 wickets
ODI # 3194,Zimbabwe,Pakistan,Winner1stInning,Harare,"Sep 14, 2011",Pakistan,Zimbabwe,Home,Away,Second,First,28 runs
ODI # 3195,England,India,Winner2ndInning,Cardiff,"Sep 16, 2011",England,England,Home,Away,Second,First,6 wickets
ODI # 3196,Ireland,Canada,Winner1stInning,Dublin,"Sep 19, 2011",Ireland,Ireland,Home,Away,First,Second,133 runs
ODI # 3197,Ireland,Canada,Winner1stInning,Dublin,"Sep 20, 2011",Ireland,Ireland,Home,Away,First,Second,56 runs
ODI # 3198,Bangladesh,West Indies,Winner1stInning,Dhaka,"Oct 13, 2011",West Indies,Bangladesh,Home,Away,Second,First,40 runs
ODI # 3199,India,England,Winner1stInning,Hyderabad,"Oct 14, 2011",India,India,Home,Away,First,Second,126 runs
ODI # 3200,Bangladesh,West Indies,Winner2ndInning,Dhaka,"Oct 15, 2011",West Indies,Bangladesh,Home,Away,First,Second,8 wickets
ODI # 3201,India,England,Winner2ndInning,Delhi,"Oct 17, 2011",India,India,Home,Away,Second,First,8 wickets
ODI # 3202,Bangladesh,West Indies,Winner2ndInning,Chittagong,"Oct 18, 2011",Bangladesh,Bangladesh,Home,Away,Second,First,8 wickets
ODI # 3203,South Africa,Australia,Winner1stInning,Centurion,"Oct 19, 2011",Australia,South Africa,Home,Away,Second,First,93 runs
ODI # 3204,Zimbabwe,New Zealand,Winner2ndInning,Harare,"Oct 20, 2011",New Zealand,Zimbabwe,Home,Away,First,Second,9 wickets
ODI # 3205,India,England,Winner2ndInning,Mohali,"Oct 20, 2011",India,,Neutral,Neutral,Second,First,5 wickets
ODI # 3206,Zimbabwe,New Zealand,Winner2ndInning,Harare,"Oct 22, 2011",New Zealand,Zimbabwe,Home,Away,First,Second,4 wickets
ODI # 3207,India,England,Winner2ndInning,Mumbai,"Oct 23, 2011",India,India,Home,Away,Second,First,6 wickets
ODI # 3208,South Africa,Australia,Winner1stInning,Port Elizabeth,"Oct 23, 2011",South Africa,South Africa,Home,Away,First,Second,80 runs
ODI # 3209,Zimbabwe,New Zealand,Winner2ndInning,Bulawayo,"Oct 25, 2011",Zimbabwe,Zimbabwe,Home,Away,Second,First,1 wicket
ODI # 3210,India,England,Winner1stInning,Kolkata,"Oct 25, 2011",India,India,Home,Away,First,Second,95 runs
ODI # 3211,South Africa,Australia,Winner2ndInning,Durban,"Oct 28, 2011",Australia,South Africa,Home,Away,First,Second,3 wickets
ODI # 3212,Pakistan,Sri Lanka,Winner2ndInning,Dubai,"Nov 11, 2011",Pakistan,U.A.E.,Neutral,Neutral,Second,First,8 wickets
ODI # 3213,Pakistan,Sri Lanka,Winner1stInning,Dubai,"Nov 14, 2011",Sri Lanka,U.A.E.,Neutral,Neutral,Second,First,25 runs
ODI # 3214,Pakistan,Sri Lanka,Winner1stInning,Dubai,"Nov 18, 2011",Pakistan,U.A.E.,Neutral,Neutral,First,Second,21 runs
ODI # 3215,Pakistan,Sri Lanka,Winner1stInning,Sharjah,"Nov 20, 2011",Pakistan,U.A.E.,Neutral,Neutral,First,Second,26 runs
ODI # 3216,Pakistan,Sri Lanka,Winner2ndInning,Abu Dhabi,"Nov 23, 2011",Pakistan,U.A.E.,Neutral,Neutral,Second,First,3 wickets
ODI # 3217,India,West Indies,Winner2ndInning,Cuttack,"Nov 29, 2011",India,India,Home,Away,Second,First,1 wicket
ODI # 3218,Bangladesh,Pakistan,Winner2ndInning,Dhaka,"Dec 1, 2011",Pakistan,Bangladesh,Home,Away,First,Second,5 wickets
ODI # 3219,India,West Indies,Winner2ndInning,Visakhapatnam,"Dec 2, 2011",India,India,Home,Away,Second,First,5 wickets
ODI # 3220,Bangladesh,Pakistan,Winner1stInning,Dhaka,"Dec 3, 2011",Pakistan,Bangladesh,Home,Away,Second,First,76 runs
ODI # 3221,India,West Indies,Winner1stInning,Ahmedabad,"Dec 5, 2011",West Indies,India,Home,Away,Second,First,16 runs
ODI # 3222,Bangladesh,Pakistan,Winner1stInning,Chittagong,"Dec 6, 2011",Pakistan,Bangladesh,Home,Away,Second,First,58 runs
ODI # 3223,India,West Indies,Winner1stInning,Indore,"Dec 8, 2011",India,India,Home,Away,First,Second,153 runs
ODI # 3224,India,West Indies,Winner1stInning,Chennai,"Dec 11, 2011",India,India,Home,Away,First,Second,34 runs
ODI # 3225,South Africa,Sri Lanka,Winner1stInning,Paarl,"Jan 11, 2012",South Africa,South Africa,Home,Away,First,Second,258 runs
ODI # 3226,South Africa,Sri Lanka,Winner2ndInning,East London,"Jan 14, 2012",South Africa,South Africa,Home,Away,Second,First,5 wickets
ODI # 3227,South Africa,Sri Lanka,Winner1stInning,Bloemfontein,"Jan 17, 2012",South Africa,South Africa,Home,Away,First,Second,4 runs
ODI # 3228,South Africa,Sri Lanka,Winner2ndInning,Kimberley,"Jan 20, 2012",Sri Lanka,South Africa,Home,Away,First,Second,5 wickets
ODI # 3229,South Africa,Sri Lanka,Winner2ndInning,Johannesburg,"Jan 22, 2012",Sri Lanka,South Africa,Home,Away,First,Second,2 wickets
ODI # 3230,New Zealand,Zimbabwe,Winner1stInning,Dunedin,"Feb 3, 2012",New Zealand,New Zealand,Home,Away,First,Second,90 runs
ODI # 3231,Australia,India,Winner1stInning,Melbourne,"Feb 5, 2012",Australia,Australia,Home,Away,First,Second,65 runs
ODI # 3232,New Zealand,Zimbabwe,Winner1stInning,Whangarei,"Feb 6, 2012",New Zealand,New Zealand,Home,Away,First,Second,141 runs
ODI # 3233,India,Sri Lanka,Winner2ndInning,Perth,"Feb 8, 2012",India,Australia,Neutral,Neutral,Second,First,4 wickets
ODI # 3234,New Zealand,Zimbabwe,Winner1stInning,Napier,"Feb 9, 2012",New Zealand,New Zealand,Home,Away,First,Second,202 runs
ODI # 3235,Australia,Sri Lanka,Winner1stInning,Perth,"Feb 10, 2012",Australia,Australia,Home,Away,First,Second,5 runs
ODI # 3236,Afghanistan,Pakistan,Winner2ndInning,Sharjah,"Feb 10, 2012",Pakistan,U.A.E.,Neutral,Neutral,First,Second,7 wickets
ODI # 3237,Australia,India,Winner2ndInning,Adelaide,"Feb 12, 2012",India,Australia,Home,Away,First,Second,4 wickets
ODI # 3238,England,Pakistan,Winner1stInning,Abu Dhabi,"Feb 13, 2012",England,U.A.E.,Neutral,Neutral,First,Second,130 runs
ODI # 3240,England,Pakistan,Winner1stInning,Abu Dhabi,"Feb 15, 2012",England,U.A.E.,Neutral,Neutral,First,Second,20 runs
ODI # 3241,Australia,Sri Lanka,Winner2ndInning,Sydney,"Feb 17, 2012",Sri Lanka,Australia,Home,Away,First,Second,8 wickets
ODI # 3242,Kenya,Ireland,Winner2ndInning,Mombasa,"Feb 18, 2012",Kenya,Kenya,Home,Away,Second,First,7 wickets
ODI # 3243,England,Pakistan,Winner2ndInning,Dubai,"Feb 18, 2012",England,U.A.E.,Neutral,Neutral,Second,First,9 wickets
ODI # 3244,Australia,India,Winner1stInning,Brisbane,"Feb 19, 2012",Australia,Australia,Home,Away,First,Second,110 runs
ODI # 3245,Kenya,Ireland,Winner1stInning,Mombasa,"Feb 20, 2012",Ireland,Kenya,Home,Away,Second,First,117 runs
ODI # 3246,India,Sri Lanka,Winner1stInning,Brisbane,"Feb 21, 2012",Sri Lanka,Australia,Neutral,Neutral,Second,First,51 runs
ODI # 3247,England,Pakistan,Winner2ndInning,Dubai,"Feb 21, 2012",England,U.A.E.,Neutral,Neutral,Second,First,4 wickets
